parameter,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.125581,3.992107,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.131851,3.991298,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.138120,3.990450,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.144388,3.989563,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.150654,3.988636,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.156918,3.987669,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.163181,3.986664,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.169443,3.985619,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.175702,3.984534,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.181960,3.983411,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.188217,3.982248,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.194471,3.981046,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.200723,3.979804,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.206974,3.978523,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.213222,3.977203,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.219469,3.975844,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.225713,3.974445,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.231955,3.973007,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.238194,3.971530,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.244432,3.970014,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.250666,3.968459,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.256899,3.966864,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.263129,3.965231,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.269356,3.963558,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.275581,3.961846,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.281802,3.960095,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.288022,3.958304,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.294238,3.956475,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.300451,3.954607,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.306662,3.952700,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.312869,3.950753,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.319073,3.948768,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.325274,3.946744,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.331472,3.944681,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.337667,3.942578,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.343858,3.940437,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.350046,3.938257,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.356231,3.936039,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.362412,3.933781,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.368589,3.931484,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.374763,3.929149,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.380933,3.926775,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.387099,3.924362,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.393261,3.921910,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.399420,3.919420,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.405575,3.916891,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.411725,3.914324,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.417872,3.911717,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.424014,3.909072,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.430152,3.906389,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.436286,3.903667,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.442416,3.900907,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.448542,3.898107,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.454662,3.895270,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.460779,3.892394,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.466891,3.889480,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.472998,3.886527,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.479101,3.883536,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.485198,3.880506,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.491292,3.877439,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.497380,3.874333,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.503463,3.871188,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.509541,3.868006,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.515615,3.864785,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.521683,3.861527,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.527746,3.858230,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.533804,3.854895,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.539857,3.851522,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.545904,3.848111,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.551946,3.844662,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.557982,3.841175,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.564013,3.837650,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.570039,3.834087,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.576058,3.830487,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.582072,3.826848,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.588081,3.823172,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.594083,3.819458,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.600080,3.815707,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.606071,3.811917,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.612055,3.808091,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.618034,3.804226,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.624007,3.800324,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.629973,3.796385,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.635933,3.792408,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.641887,3.788393,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.647835,3.784341,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.653776,3.780252,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.659711,3.776126,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.665639,3.771962,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.671561,3.767761,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.677476,3.763523,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.683384,3.759248,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.689286,3.754935,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.695181,3.750586,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.701069,3.746200,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.706950,3.741776,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.712824,3.737316,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.718691,3.732819,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.724551,3.728284,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.730404,3.723714,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.736249,3.719106,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.742087,3.714462,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.747918,3.709781,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.753742,3.705063,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.759558,3.700309,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.765367,3.695518,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.771168,3.690691,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.776961,3.685827,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.782747,3.680927,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.788525,3.675991,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.794296,3.671019,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.800058,3.666010,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.805813,3.660965,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.811560,3.655884,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.817298,3.650766,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.823029,3.645613,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.828751,3.640424,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.834465,3.635199,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.840171,3.629938,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.845869,3.624641,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.851559,3.619308,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.857240,3.613940,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.862912,3.608536,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.868576,3.603096,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.874232,3.597621,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.879878,3.592110,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.885516,3.586564,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.891146,3.580983,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.896766,3.575366,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.902378,3.569714,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.907981,3.564026,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.913575,3.558304,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.919160,3.552546,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.924736,3.546753,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.930302,3.540925,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.935860,3.535063,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.941408,3.529165,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.946947,3.523232,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.952476,3.517265,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.957997,3.511263,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.963507,3.505227,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.969009,3.499156,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.974500,3.493050,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.979982,3.486910,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.985455,3.480735,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.990917,3.474526,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.996370,3.468283,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.001813,3.462005,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.007246,3.455694,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.012670,3.449348,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.018083,3.442968,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.023486,3.436554,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.028879,3.430107,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.034262,3.423625,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.039635,3.417110,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.044997,3.410561,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.050349,3.403978,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.055691,3.397362,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.061022,3.390712,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.066343,3.384028,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.071654,3.377312,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.076953,3.370562,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.082243,3.363778,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.087521,3.356962,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.092789,3.350112,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.098046,3.343229,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.103292,3.336314,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.108527,3.329365,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.113751,3.322384,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.118965,3.315369,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.124167,3.308322,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.129358,3.301243,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.134538,3.294130,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.139707,3.286986,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.144864,3.279808,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.150011,3.272599,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.155145,3.265357,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.160269,3.258083,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.165381,3.250777,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.170482,3.243438,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.175571,3.236068,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.180648,3.228666,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.185714,3.221232,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.190768,3.213766,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.195810,3.206268,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.200840,3.198739,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.205859,3.191178,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.210866,3.183585,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.215861,3.175962,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.220843,3.168306,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.225814,3.160620,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.230773,3.152902,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.235719,3.145154,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.240654,3.137374,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.245576,3.129563,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.250485,3.121722,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.255383,3.113849,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.260268,3.105946,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.265140,3.098012,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.270000,3.090048,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.274848,3.082053,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.279683,3.074028,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.284505,3.065972,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.289315,3.057886,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.294112,3.049770,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.298896,3.041624,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.303667,3.033448,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.308426,3.025242,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.313172,3.017006,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.317904,3.008740,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.322624,3.000444,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.327330,2.992119,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.332024,2.983765,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.336704,2.975381,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.341371,2.966967,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.346025,2.958524,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.350666,2.950052,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.355293,2.941551,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.359907,2.933021,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.364507,2.924462,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.369094,2.915875,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.373668,2.907258,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.378228,2.898613,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.382774,2.889939,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.387307,2.881236,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.391826,2.872505,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.396331,2.863746,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.400822,2.854958,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.405300,2.846143,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.409764,2.837299,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.414214,2.828427,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.418649,2.819527,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.423071,2.810600,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.427479,2.801645,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.431873,2.792662,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.436253,2.783651,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.440618,2.774613,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.444969,2.765548,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.449306,2.756455,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.453629,2.747335,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.457937,2.738188,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.462231,2.729014,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.466511,2.719814,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.470776,2.710586,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.475026,2.701331,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.479262,2.692050,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.483484,2.682742,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.487690,2.673408,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.491882,2.664047,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.496060,2.654661,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.500222,2.645247,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.504370,2.635808,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.508503,2.626343,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.512621,2.616852,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.516724,2.607335,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.520812,2.597792,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.524885,2.588224,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.528943,2.578630,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.532986,2.569011,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.537014,2.559366,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.541026,2.549696,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.545024,2.540001,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.549006,2.530281,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.552973,2.520535,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.556925,2.510765,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.560861,2.500971,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.564782,2.491151,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.568687,2.481307,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.572577,2.471438,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.576451,2.461545,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.580310,2.451628,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.584153,2.441687,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.587981,2.431721,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.591793,2.421732,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.595589,2.411718,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.599369,2.401681,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.603134,2.391620,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.606883,2.381535,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.610616,2.371427,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.614333,2.361296,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.618034,2.351141,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.621719,2.340963,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.625388,2.330762,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.629041,2.320538,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.632679,2.310291,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.636299,2.300021,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.639904,2.289729,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.643493,2.279413,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.647065,2.269076,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.650621,2.258716,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.654161,2.248334,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.657685,2.237929,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.661192,2.227502,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.664683,2.217054,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.668157,2.206583,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.671615,2.196091,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.675056,2.185577,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.678481,2.175042,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.681889,2.164485,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.685281,2.153907,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.688656,2.143307,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.692014,2.132686,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.695356,2.122045,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.698681,2.111382,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.701989,2.100699,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.705280,2.089994,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.708555,2.079269,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.711813,2.068524,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.715053,2.057758,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.718277,2.046972,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.721484,2.036166,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.724674,2.025339,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.727847,2.014493,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.731003,2.003627,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.734141,1.992740,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.737263,1.981835,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.740368,1.970909,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.743455,1.959965,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.746525,1.949001,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.749578,1.938017,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.752613,1.927015,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.755632,1.915993,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.758633,1.904953,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.761616,1.893894,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.764582,1.882816,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.767531,1.871719,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.770463,1.860604,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.773377,1.849471,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.776273,1.838319,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.779152,1.827150,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.782013,1.815962,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.784857,1.804756,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.787683,1.793533,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.790491,1.782292,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.793282,1.771033,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.796055,1.759757,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.798811,1.748463,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.801548,1.737152,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.804268,1.725824,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.806970,1.714479,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.809654,1.703117,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.812320,1.691738,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.814969,1.680343,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.817599,1.668931,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.820212,1.657502,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.822807,1.646057,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.825383,1.634596,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.827942,1.623119,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.830482,1.611626,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.833005,1.600117,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.835509,1.588592,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.837996,1.577051,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.840464,1.565495,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.842914,1.553923,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.845345,1.542336,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.847759,1.530734,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.850154,1.519116,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.852532,1.507484,,,,
